abn,isCurrent,replacedFrom,entityStatus,effectiveFrom,effectiveTo,entityTypeCode,entityDescription,acnc_status,acnc_status_from,acnc_status_to,record_last_updated,gst,dgr,main_trading_names,other_trading_names,main_business_physical_address,tax_concession_endorsements
45376537162,Y,0001-01-01,Active,1999-11-01,0001-01-01,UIE,Other Unincorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-10,"{""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}",,"{""organisationName"": ""TRUSTEES OF THE DIOCESE OF WAGGA WAGGA AS TRUSTEE FOR ST JOSEPH'S SCHOOL LOCKHART"", ""effectiveFrom"": ""2000-05-25""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2650"", ""effectiveFrom"": ""2007-10-07"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
45658994659,Y,0001-01-01,Active,2022-04-26,0001-01-01,PUB,Australian Public Company,Registered,2022-04-26,0001-01-01,2023-04-03,"{""effectiveFrom"": ""2023-04-01"", ""effectiveTo"": ""0001-01-01""}",,,,"{""stateCode"": ""NSW"", ""postcode"": ""2650"", ""effectiveFrom"": ""2022-04-26"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2022-04-26"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2022-04-26"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2022-04-26"", ""effectiveTo"": ""0001-01-01""}]"
51039417953,Y,0001-01-01,Active,1999-11-01,0001-01-01,PUB,Australian Public Company,Registered,2012-12-03,0001-01-01,2025-06-20,"{""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}","{""endorsedFrom"": ""2024-01-01"", ""endorsedTo"": ""0001-01-01"", ""isCurrentIndicator"": ""Y"", ""entityEndorsement"": ""Endorsed DGR"", ""itemNumber"": ""Item 1""}","{""organisationName"": ""RIVERINA CONSERVATORIUM OF MUSIC INC"", ""effectiveFrom"": ""2000-05-10""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2650"", ""effectiveFrom"": ""2023-07-19"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-01-01"", ""effectiveTo"": ""0001-01-01""}]"
52838806753,Y,0001-01-01,Active,1999-11-01,0001-01-01,UIE,Other Unincorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-10,"{""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}",,"{""organisationName"": ""DIOCESE OF WAGGA WAGGA"", ""effectiveFrom"": ""1999-11-01""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2650"", ""effectiveFrom"": ""2019-01-03"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
61168152869,Y,0001-01-01,Active,2014-03-04,0001-01-01,PUB,Australian Public Company,Registered,2014-03-04,0001-01-01,2023-04-28,"{""effectiveFrom"": ""2014-03-04"", ""effectiveTo"": ""0001-01-01""}","{""endorsedFrom"": ""2014-03-04"", ""endorsedTo"": ""0001-01-01"", ""isCurrentIndicator"": ""Y"", ""entityEndorsement"": ""Endorsed DGR"", ""itemNumber"": ""Item 1""}",,,"{""stateCode"": ""NSW"", ""postcode"": ""2650"", ""effectiveFrom"": ""2023-04-28"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2014-03-04"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2014-03-04"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Exemption"", ""effectiveFrom"": ""2014-03-04"", ""effectiveTo"": ""0001-01-01""}]"
62511570081,Y,0001-01-01,Active,2018-12-05,0001-01-01,FXT,Fixed Trust,Registered,2018-12-05,0001-01-01,2020-05-01,,,,,"{""stateCode"": ""NSW"", ""postcode"": ""2650"", ""effectiveFrom"": ""2018-12-05"", ""effectiveTo"": ""0001-01-01""}","{""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2018-12-05"", ""effectiveTo"": ""0001-01-01""}"
64051680521,Y,0001-01-01,Active,2001-05-01,0001-01-01,TRT,Other trust,Registered,2012-12-03,0001-01-01,2019-04-10,,,"{""organisationName"": ""ANDREW MAHER APPEAL FUND TRUST"", ""effectiveFrom"": ""2001-06-28""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2650"", ""effectiveFrom"": ""2015-02-18"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2001-04-01"", ""effectiveTo"": ""0001-01-01""}]"
65006308440,Y,0001-01-01,Active,1999-11-01,0001-01-01,UIE,Other Unincorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-09,"{""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}",,"{""organisationName"": ""TRUSTEES OF THE DIOCESE OF WAGGA WAGGA AS TRUSTEE FOR ALL SAINTS SCHOOL TUMBARUMBA"", ""effectiveFrom"": ""2000-05-25""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2650"", ""effectiveFrom"": ""2007-10-07"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
69323912946,Y,0001-01-01,Active,2000-07-01,0001-01-01,OIE,Other Incorporated Entity,Registered,2012-12-03,0001-01-01,2024-02-01,"{""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}","{""endorsedFrom"": ""2024-01-01"", ""endorsedTo"": ""0001-01-01"", ""isCurrentIndicator"": ""Y"", ""entityEndorsement"": ""Endorsed DGR"", ""itemNumber"": ""Item 1""}","{""organisationName"": ""WAGGA'S LIFE FM"", ""effectiveFrom"": ""2000-07-01""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2650"", ""effectiveFrom"": ""2014-09-17"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
75578200993,Y,0001-01-01,Active,2003-08-08,0001-01-01,OIE,Other Incorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-09,"{""effectiveFrom"": ""2003-08-08"", ""effectiveTo"": ""0001-01-01""}",,"{""organisationName"": ""Kildare Catholic College"", ""effectiveFrom"": ""2003-08-08""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2650"", ""effectiveFrom"": ""2012-06-26"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2004-02-01"", ""effectiveTo"": ""0001-01-01""}]"
79125120183,Y,0001-01-01,Active,2024-01-08,0001-01-01,UIE,Other Unincorporated Entity,Registered,2024-02-05,0001-01-01,2024-04-23,,,,,"{""stateCode"": ""NSW"", ""postcode"": ""2650"", ""effectiveFrom"": ""2024-01-08"", ""effectiveTo"": ""0001-01-01""}","{""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2024-02-05"", ""effectiveTo"": ""0001-01-01""}"
86609212206,Y,0001-01-01,Active,2000-04-22,0001-01-01,OIE,Other Incorporated Entity,Registered,2012-12-03,0001-01-01,2023-06-14,"{""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}","{""endorsedFrom"": ""2000-07-01"", ""endorsedTo"": ""0001-01-01"", ""isCurrentIndicator"": ""Y"", ""entityEndorsement"": ""Endorsed DGR"", ""itemNumber"": ""Item 1""}","{""organisationName"": ""RIVERINA MEDICAL AND DENTAL ABORIGINAL CORPORATION"", ""effectiveFrom"": ""2000-04-22""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2650"", ""effectiveFrom"": ""2022-09-21"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Exemption"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
87906144764,Y,0001-01-01,Active,2022-02-15,0001-01-01,FXT,Fixed Trust,Registered,2022-02-15,0001-01-01,2022-05-06,,"{""endorsedFrom"": ""2022-02-15"", ""endorsedTo"": ""0001-01-01"", ""isCurrentIndicator"": ""Y"", ""entityEndorsement"": ""Endorsed DGR"", ""itemNumber"": ""Item 1""}",,,"{""stateCode"": ""NSW"", ""postcode"": ""2650"", ""effectiveFrom"": ""2022-02-15"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2022-02-15"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2022-02-15"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Exemption"", ""effectiveFrom"": ""2022-02-15"", ""effectiveTo"": ""0001-01-01""}]"
88838712334,Y,0001-01-01,Active,1999-11-01,0001-01-01,OIE,Other Incorporated Entity,Registered,2016-07-01,0001-01-01,2019-04-10,,,,,"{""stateCode"": ""NSW"", ""postcode"": ""2650"", ""effectiveFrom"": ""2017-05-18"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2016-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2016-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2016-07-01"", ""effectiveTo"": ""0001-01-01""}]"
90639835840,Y,0001-01-01,Active,2024-03-14,0001-01-01,PUB,Australian Public Company,Registered,2024-03-14,0001-01-01,2024-08-30,"{""effectiveFrom"": ""2024-03-14"", ""effectiveTo"": ""0001-01-01""}",,,,"{""stateCode"": ""NSW"", ""postcode"": ""2650"", ""effectiveFrom"": ""2024-03-14"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2024-04-14"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2024-04-14"", ""effectiveTo"": ""0001-01-01""}]"
92585072424,Y,0001-01-01,Active,2006-07-02,0001-01-01,FXT,Fixed Trust,Registered,2017-07-01,0001-01-01,2019-04-09,,,,,"{""stateCode"": ""NSW"", ""postcode"": ""2650"", ""effectiveFrom"": ""2017-06-30"", ""effectiveTo"": ""0001-01-01""}","{""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2017-07-01"", ""effectiveTo"": ""0001-01-01""}"
97116599387,Y,0001-01-01,Active,2006-01-01,0001-01-01,PUB,Australian Public Company,Registered,2012-12-03,0001-01-01,2023-12-04,"{""effectiveFrom"": ""2006-01-01"", ""effectiveTo"": ""0001-01-01""}",,"{""organisationName"": ""LUTHERAN PRIMARY SCHOOL WAGGA WAGGA LIMITED"", ""effectiveFrom"": ""2006-01-01""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2650"", ""effectiveFrom"": ""2018-11-05"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2006-01-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2006-01-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2006-01-01"", ""effectiveTo"": ""0001-01-01""}]"
30204202790,Y,0001-01-01,Active,2000-06-03,0001-01-01,OIE,Other Incorporated Entity,Registered,2012-12-03,0001-01-01,2025-08-22,"{""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}","{""endorsedFrom"": ""2005-07-01"", ""endorsedTo"": ""0001-01-01"", ""isCurrentIndicator"": ""Y"", ""entityEndorsement"": ""Endorsed DGR"", ""itemNumber"": ""Item 1""}",,,"{""stateCode"": ""NSW"", ""postcode"": ""2644"", ""effectiveFrom"": ""2014-11-04"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Exemption"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}]"
64092836658,Y,0001-01-01,Active,2000-06-09,0001-01-01,PUB,Australian Public Company,Registered,2012-12-03,0001-01-01,2024-02-01,"{""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}","{""endorsedFrom"": ""2024-01-01"", ""endorsedTo"": ""0001-01-01"", ""isCurrentIndicator"": ""Y"", ""entityEndorsement"": ""Endorsed DGR"", ""itemNumber"": ""Item 1""}","{""organisationName"": ""HOLBROOK LANDCARE GROUP LTD"", ""effectiveFrom"": ""2000-06-09""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2644"", ""effectiveFrom"": ""2014-10-30"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
94488994218,Y,0001-01-01,Active,2018-04-09,0001-01-01,OIE,Other Incorporated Entity,Registered,2018-10-04,0001-01-01,2019-04-10,,,,,"{""stateCode"": ""NSW"", ""postcode"": ""2644"", ""effectiveFrom"": ""2018-04-09"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2018-10-04"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2018-10-04"", ""effectiveTo"": ""0001-01-01""}]"
13349283963,Y,0001-01-01,Active,1999-11-01,0001-01-01,UIE,Other Unincorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-09,,"{""endorsedFrom"": ""2000-07-01"", ""endorsedTo"": ""0001-01-01"", ""isCurrentIndicator"": ""Y"", ""entityEndorsement"": ""Endorsed DGR - Public Ancillary Fund"", ""itemNumber"": ""Item 2""}","{""organisationName"": ""COMMANDER HOLBROOK RSL WAR MEMORIAL SCHOLARSHIP"", ""effectiveFrom"": ""2000-05-19""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2644"", ""effectiveFrom"": ""2014-09-24"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
61418084510,Y,0001-01-01,Active,2006-04-11,0001-01-01,UIE,Other Unincorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-10,,,"{""organisationName"": ""Holbrook RSL sub Branch"", ""effectiveFrom"": ""2006-04-11""}","{""organisationName"": ""Holbrook RSL sub Branch Womens Auxillary"", ""effectiveFrom"": ""2006-04-11""}","{""stateCode"": ""NSW"", ""postcode"": ""2644"", ""effectiveFrom"": ""2018-10-09"", ""effectiveTo"": ""0001-01-01""}","{""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2008-02-20"", ""effectiveTo"": ""0001-01-01""}"
73117095329,Y,0001-01-01,Active,2005-07-01,0001-01-01,DTT,Discretionary Trading Trust,Registered,2015-11-11,0001-01-01,2019-04-10,,"{""endorsedFrom"": ""2017-04-05"", ""endorsedTo"": ""0001-01-01"", ""isCurrentIndicator"": ""Y"", ""entityEndorsement"": ""Endorsed DGR"", ""itemNumber"": ""Item 1""}","{""organisationName"": ""Megs Children Trust"", ""effectiveFrom"": ""2005-07-01""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2644"", ""effectiveFrom"": ""2015-11-11"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""FBT Exemption"", ""effectiveFrom"": ""2017-01-23"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2015-11-11"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2015-11-11"", ""effectiveTo"": ""0001-01-01""}]"
76589419028,Y,0001-01-01,Active,1999-11-01,0001-01-01,OIE,Other Incorporated Entity,Registered,2012-12-03,0001-01-01,2024-08-24,"{""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}",,"{""organisationName"": ""CATHOLIC PARISH OF OUR LADY OF SORROWS HOLBROOK"", ""effectiveFrom"": ""2000-06-05""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2644"", ""effectiveFrom"": ""2024-08-24"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
38387336623,Y,0001-01-01,Active,1999-11-01,0001-01-01,OIE,Other Incorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-09,,,,,"{""stateCode"": ""NSW"", ""postcode"": ""2644"", ""effectiveFrom"": ""2014-09-21"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
48856741917,Y,0001-01-01,Active,1999-11-01,0001-01-01,UIE,Other Unincorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-09,"{""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}",,,,"{""stateCode"": ""NSW"", ""postcode"": ""2644"", ""effectiveFrom"": ""2016-07-07"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
74946986300,Y,0001-01-01,Active,2000-05-18,0001-01-01,UIE,Other Unincorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-10,"{""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}",,"{""organisationName"": ""THE ANGLICAN PARISH OF HOLBROOK"", ""effectiveFrom"": ""2000-05-18""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2644"", ""effectiveFrom"": ""2014-09-21"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
11867618398,Y,0001-01-01,Active,1999-11-01,0001-01-01,UIE,Other Unincorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-09,,,"{""organisationName"": ""YERONG CREEK PARENTS AND CITIZENS ASSOCIATION"", ""effectiveFrom"": ""2000-06-14""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2642"", ""effectiveFrom"": ""2016-07-21"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
14747434969,Y,0001-01-01,Active,1999-11-01,0001-01-01,UIE,Other Unincorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-09,,"{""endorsedFrom"": ""2000-07-01"", ""endorsedTo"": ""0001-01-01"", ""isCurrentIndicator"": ""Y"", ""entityEndorsement"": ""Endorsed DGR"", ""itemNumber"": ""Item 1""}",,,"{""stateCode"": ""NSW"", ""postcode"": ""2642"", ""effectiveFrom"": ""2015-06-10"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
37551507116,Y,0001-01-01,Active,1999-11-01,0001-01-01,OIE,Other Incorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-09,,,"{""organisationName"": ""JINDERA PUBLIC SCHOOL P&C ASSOCIATION"", ""effectiveFrom"": ""2000-06-20""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2642"", ""effectiveFrom"": ""2014-01-12"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}]"
62166990378,Y,0001-01-01,Active,2000-05-29,0001-01-01,UIE,Other Unincorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-09,,,,,"{""stateCode"": ""NSW"", ""postcode"": ""2642"", ""effectiveFrom"": ""2018-01-31"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
63098596915,Y,0001-01-01,Active,2000-03-09,0001-01-01,OIE,Other Incorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-09,"{""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}",,"{""organisationName"": ""JINDERA PRE-SCHOOL"", ""effectiveFrom"": ""2000-03-09""}",,"{""stateCode"": ""NSW"", ""postcode"": ""2642"", ""effectiveFrom"": ""2014-09-21"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}]"
33259551611,Y,0001-01-01,Active,1999-11-01,0001-01-01,UIE,Other Unincorporated Entity,Registered,2012-12-03,0001-01-01,2019-04-09,,"{""endorsedFrom"": ""2000-07-01"", ""endorsedTo"": ""0001-01-01"", ""isCurrentIndicator"": ""Y"", ""entityEndorsement"": ""Endorsed DGR"", ""itemNumber"": ""Items 1 & 4""}",,,"{""stateCode"": ""NSW"", ""postcode"": ""2642"", ""effectiveFrom"": ""2015-06-10"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
73978612885,Y,0001-01-01,Active,2000-06-02,0001-01-01,OIE,Other Incorporated Entity,Registered,2012-12-03,0001-01-01,2020-08-06,"{""effectiveFrom"": ""2018-04-01"", ""effectiveTo"": ""0001-01-01""}","{""endorsedFrom"": ""2020-06-01"", ""endorsedTo"": ""0001-01-01"", ""isCurrentIndicator"": ""Y"", ""entityEndorsement"": ""Endorsed DGR"", ""itemNumber"": ""Items 1 & 4""}",,,"{""stateCode"": ""NSW"", ""postcode"": ""2642"", ""effectiveFrom"": ""2017-07-25"", ""effectiveTo"": ""0001-01-01""}","[{""endorsementType"": ""GST Concession"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""FBT Rebate"", ""effectiveFrom"": ""2005-07-01"", ""effectiveTo"": ""0001-01-01""}, {""endorsementType"": ""Income Tax Exemption"", ""effectiveFrom"": ""2000-07-01"", ""effectiveTo"": ""0001-01-01""}]"
